"Block"	"Trial"	"FaceFilename"	"WordFilename"	"Race"	"Fix"	"WordValence"	"Familiar"	"Condition"	"RT"	"Key"	"Error"	"Subnum"
3	83	"C:\Hannah's FYP\Black34_smi.jpg"	""	1	"eyes"	NA	2	122	754	2	0	24
3	84	"C:\Hannah's FYP\Black36_smi.jpg"	""	1	"eyes"	NA	2	122	372	2	0	24
3	85	"C:\Hannah's FYP\White42_smi.jpg"	""	2	"nose"	NA	2	232	494	2	0	24
3	86	"C:\Hannah's FYP\Black25_smi.jpg"	""	1	"forehead"	NA	2	112	267	2	0	24
3	87	"C:\Hannah's FYP\Black48_smi.jpg"	""	1	"nose"	NA	2	132	370	2	0	24
3	88	"C:\Hannah's FYP\White5_smi.jpg"	""	2	"forehead"	NA	1	211	324	2	1	24
3	89	"C:\Hannah's FYP\Black21_smi.jpg"	""	1	"nose"	NA	1	131	761	2	1	24
3	90	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	363	2	1	24
3	91	"C:\Hannah's FYP\Black15_smi.jpg"	""	1	"eyes"	NA	1	121	750	2	1	24
3	92	"C:\Hannah's FYP\Black33_smi.jpg"	""	1	"eyes"	NA	2	122	288	2	0	24
3	93	"C:\Hannah's FYP\White33_smi.jpg"	""	2	"eyes"	NA	2	222	270	2	0	24
3	94	"C:\Hannah's FYP\White16_smi.jpg"	""	2	"eyes"	NA	1	221	229	2	1	24
3	95	"C:\Hannah's FYP\Black29_smi.jpg"	""	1	"forehead"	NA	2	112	382	2	0	24
3	96	"C:\Hannah's FYP\Black32_smi.jpg"	""	1	"forehead"	NA	2	112	392	2	0	24
1	1	""	"despair"	NA	""	1	NA	NA	1768	1	NA	25
1	2	""	"despair"	NA	""	1	NA	NA	661	1	NA	25
1	3	""	"joy"	NA	""	2	NA	NA	674	2	NA	25
1	4	""	"sewage"	NA	""	1	NA	NA	831	1	NA	25
1	5	""	"cockroach"	NA	""	1	NA	NA	597	1	NA	25
1	6	""	"romance"	NA	""	2	NA	NA	637	2	NA	25
1	7	""	"pest"	NA	""	1	NA	NA	603	1	NA	25
1	8	""	"smile"	NA	""	2	NA	NA	642	2	NA	25
1	9	""	"success"	NA	""	2	NA	NA	544	2	NA	25
1	10	""	"poison"	NA	""	1	NA	NA	610	1	NA	25
1	11	""	"paradise"	NA	""	2	NA	NA	705	2	NA	25
1	12	""	"vomit"	NA	""	1	NA	NA	604	1	NA	25
1	13	""	"romance"	NA	""	2	NA	NA	643	2	NA	25
1	14	""	"paradise"	NA	""	2	NA	NA	553	2	NA	25
1	15	""	"garbage"	NA	""	1	NA	NA	530	1	NA	25
1	16	""	"beauty"	NA	""	2	NA	NA	573	2	NA	25
1	17	""	"success"	NA	""	2	NA	NA	646	2	NA	25
1	18	""	"smile"	NA	""	2	NA	NA	492	2	NA	25
1	19	""	"vacation"	NA	""	2	NA	NA	856	2	NA	25
1	20	""	"poison"	NA	""	1	NA	NA	524	1	NA	25
1	21	""	"pest"	NA	""	1	NA	NA	567	1	NA	25
1	22	""	"joy"	NA	""	2	NA	NA	496	2	NA	25
1	23	""	"beauty"	NA	""	2	NA	NA	500	2	NA	25
1	24	""	"garbage"	NA	""	1	NA	NA	576	1	NA	25
1	25	""	"disgust"	NA	""	1	NA	NA	544	1	NA	25
1	26	""	"disgust"	NA	""	1	NA	NA	619	1	NA	25
1	27	""	"sewage"	NA	""	1	NA	NA	713	1	NA	25
1	28	""	"love"	NA	""	2	NA	NA	652	2	NA	25
1	29	""	"love"	NA	""	2	NA	NA	337	2	NA	25
1	30	""	"vomit"	NA	""	1	NA	NA	940	1	NA	25
1	31	""	"vacation"	NA	""	2	NA	NA	901	2	NA	25
1	32	""	"cockroach"	NA	""	1	NA	NA	608	1	NA	25
2	1	"C:\Hannah's FYP\Black22_neu.jpg"	"despair"	1	"nose"	1	NA	131	413	1	0	25
2	2	"C:\Hannah's FYP\Black2_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	550	1	0	25
2	3	"C:\Hannah's FYP\Black18_neu.jpg"	"vomit"	1	"nose"	1	NA	131	545	1	0	25
2	4	"C:\Hannah's FYP\White2_neu.jpg"	"success"	2	"forehead"	2	NA	212	780	2	0	25
2	5	"C:\Hannah's FYP\White7_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	813	1	0	25
2	6	"C:\Hannah's FYP\Black16_neu.jpg"	"paradise"	1	"eyes"	2	NA	122	749	2	0	25
2	7	"C:\Hannah's FYP\White18_neu.jpg"	"despair"	2	"nose"	1	NA	231	604	1	0	25
2	8	"C:\Hannah's FYP\Black1_neu.jpg"	"love"	1	"forehead"	2	NA	112	428	2	0	25
2	9	"C:\Hannah's FYP\Black9_neu.jpg"	"poison"	1	"eyes"	1	NA	121	628	1	0	25
2	10	"C:\Hannah's FYP\Black19_neu.jpg"	"sewage"	1	"nose"	1	NA	131	573	1	0	25
2	11	"C:\Hannah's FYP\Black11_neu.jpg"	"garbage"	1	"eyes"	1	NA	121	518	1	0	25
2	12	"C:\Hannah's FYP\White3_neu.jpg"	"poison"	2	"forehead"	1	NA	211	506	1	0	25
2	13	"C:\Hannah's FYP\Black3_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	677	2	0	25
2	14	"C:\Hannah's FYP\White18_neu.jpg"	"pest"	2	"nose"	1	NA	231	535	1	0	25
2	15	"C:\Hannah's FYP\Black13_neu.jpg"	"vomit"	1	"eyes"	1	NA	121	522	1	0	25
2	16	"C:\Hannah's FYP\White20_neu.jpg"	"garbage"	2	"nose"	1	NA	231	482	1	0	25
2	17	"C:\Hannah's FYP\Black14_neu.jpg"	"pest"	1	"eyes"	1	NA	121	504	1	0	25
2	18	"C:\Hannah's FYP\White6_neu.jpg"	"despair"	2	"forehead"	1	NA	211	501	1	0	25
2	19	"C:\Hannah's FYP\White5_neu.jpg"	"love"	2	"forehead"	2	NA	212	433	2	0	25
2	20	"C:\Hannah's FYP\Black16_neu.jpg"	"joy"	1	"eyes"	2	NA	122	465	2	0	25
2	21	"C:\Hannah's FYP\White18_neu.jpg"	"smile"	2	"nose"	2	NA	232	556	2	0	25
2	22	"C:\Hannah's FYP\Black22_neu.jpg"	"pest"	1	"nose"	1	NA	131	548	1	0	25
2	23	"C:\Hannah's FYP\White20_neu.jpg"	"disgust"	2	"nose"	1	NA	231	563	1	0	25
2	24	"C:\Hannah's FYP\Black11_neu.jpg"	"success"	1	"eyes"	2	NA	122	709	2	0	25
2	25	"C:\Hannah's FYP\White24_neu.jpg"	"poison"	2	"nose"	1	NA	231	449	1	0	25
2	26	"C:\Hannah's FYP\Black20_neu.jpg"	"garbage"	1	"nose"	1	NA	131	508	1	0	25
2	27	"C:\Hannah's FYP\White10_neu.jpg"	"beauty"	2	"eyes"	2	NA	222	513	2	0	25
2	28	"C:\Hannah's FYP\White8_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	390	2	0	25
2	29	"C:\Hannah's FYP\Black19_neu.jpg"	"despair"	1	"nose"	1	NA	131	639	1	0	25
2	30	"C:\Hannah's FYP\Black23_neu.jpg"	"cockroach"	1	"nose"	1	NA	131	514	1	0	25
2	31	"C:\Hannah's FYP\White23_neu.jpg"	"disgust"	2	"nose"	1	NA	231	499	1	0	25
2	32	"C:\Hannah's FYP\Black5_neu.jpg"	"romance"	1	"forehead"	2	NA	112	480	2	0	25
2	33	"C:\Hannah's FYP\Black7_neu.jpg"	"love"	1	"forehead"	2	NA	112	403	2	0	25
2	34	"C:\Hannah's FYP\White19_neu.jpg"	"poison"	2	"nose"	1	NA	231	561	1	0	25
2	35	"C:\Hannah's FYP\White19_neu.jpg"	"vacation"	2	"nose"	2	NA	232	591	2	0	25
2	36	"C:\Hannah's FYP\White14_neu.jpg"	"vacation"	2	"eyes"	2	NA	222	525	2	0	25
2	37	"C:\Hannah's FYP\White12_neu.jpg"	"romance"	2	"eyes"	2	NA	222	473	2	0	25
2	38	"C:\Hannah's FYP\White17_neu.jpg"	"beauty"	2	"nose"	2	NA	232	487	2	0	25
2	39	"C:\Hannah's FYP\Black6_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	748	2	0	25
2	40	"C:\Hannah's FYP\White22_neu.jpg"	"despair"	2	"nose"	1	NA	231	663	1	0	25
2	41	"C:\Hannah's FYP\White6_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	477	2	0	25
2	42	"C:\Hannah's FYP\White19_neu.jpg"	"joy"	2	"nose"	2	NA	232	432	2	0	25
2	43	"C:\Hannah's FYP\White21_neu.jpg"	"garbage"	2	"nose"	1	NA	231	548	1	0	25
2	44	"C:\Hannah's FYP\White3_neu.jpg"	"love"	2	"forehead"	2	NA	212	391	2	0	25
2	45	"C:\Hannah's FYP\Black21_neu.jpg"	"vomit"	1	"nose"	1	NA	131	573	1	0	25
2	46	"C:\Hannah's FYP\Black4_neu.jpg"	"joy"	1	"forehead"	2	NA	112	447	2	0	25
2	47	"C:\Hannah's FYP\Black4_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	511	1	0	25
2	48	"C:\Hannah's FYP\Black11_neu.jpg"	"joy"	1	"eyes"	2	NA	122	547	2	0	25
2	49	"C:\Hannah's FYP\White8_neu.jpg"	"pest"	2	"forehead"	1	NA	211	655	1	0	25
2	50	"C:\Hannah's FYP\Black15_neu.jpg"	"poison"	1	"eyes"	1	NA	121	541	1	0	25
2	51	"C:\Hannah's FYP\Black21_neu.jpg"	"disgust"	1	"nose"	1	NA	131	564	1	0	25
2	52	"C:\Hannah's FYP\Black16_neu.jpg"	"disgust"	1	"eyes"	1	NA	121	463	1	0	25
2	53	"C:\Hannah's FYP\White22_neu.jpg"	"pest"	2	"nose"	1	NA	231	622	1	0	25
2	54	"C:\Hannah's FYP\White23_neu.jpg"	"success"	2	"nose"	2	NA	232	1297	2	0	25
2	55	"C:\Hannah's FYP\White15_neu.jpg"	"romance"	2	"eyes"	2	NA	222	580	2	0	25
2	56	"C:\Hannah's FYP\Black2_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	430	2	0	25
2	57	"C:\Hannah's FYP\White19_neu.jpg"	"cockroach"	2	"nose"	1	NA	231	522	1	0	25
2	58	"C:\Hannah's FYP\White3_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	654	1	0	25
2	59	"C:\Hannah's FYP\Black7_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	529	2	0	25
2	60	"C:\Hannah's FYP\White1_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	493	2	0	25
2	61	"C:\Hannah's FYP\White6_neu.jpg"	"success"	2	"forehead"	2	NA	212	459	2	0	25
2	62	"C:\Hannah's FYP\Black3_neu.jpg"	"poison"	1	"forehead"	1	NA	111	640	1	0	25
2	63	"C:\Hannah's FYP\White7_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	463	2	0	25
2	64	"C:\Hannah's FYP\White10_neu.jpg"	"pest"	2	"eyes"	1	NA	221	670	1	0	25
2	65	"C:\Hannah's FYP\Black8_neu.jpg"	"despair"	1	"forehead"	1	NA	111	625	1	0	25
2	66	"C:\Hannah's FYP\Black15_neu.jpg"	"garbage"	1	"eyes"	1	NA	121	537	1	0	25
2	67	"C:\Hannah's FYP\White12_neu.jpg"	"vacation"	2	"eyes"	2	NA	222	756	2	0	25
2	68	"C:\Hannah's FYP\White13_neu.jpg"	"vomit"	2	"eyes"	1	NA	221	566	1	0	25
2	69	"C:\Hannah's FYP\White21_neu.jpg"	"joy"	2	"nose"	2	NA	232	741	2	0	25
2	70	"C:\Hannah's FYP\White14_neu.jpg"	"pest"	2	"eyes"	1	NA	221	588	1	0	25
2	71	"C:\Hannah's FYP\Black23_neu.jpg"	"love"	1	"nose"	2	NA	132	545	2	0	25
2	72	"C:\Hannah's FYP\White9_neu.jpg"	"success"	2	"eyes"	2	NA	222	516	2	0	25
2	73	"C:\Hannah's FYP\White14_neu.jpg"	"despair"	2	"eyes"	1	NA	221	429	1	0	25
2	74	"C:\Hannah's FYP\Black15_neu.jpg"	"romance"	1	"eyes"	2	NA	122	573	2	0	25
2	75	"C:\Hannah's FYP\Black24_neu.jpg"	"poison"	1	"nose"	1	NA	131	444	1	0	25
2	76	"C:\Hannah's FYP\White22_neu.jpg"	"smile"	2	"nose"	2	NA	232	555	2	0	25
2	77	"C:\Hannah's FYP\Black14_neu.jpg"	"success"	1	"eyes"	2	NA	122	718	2	0	25
2	78	"C:\Hannah's FYP\Black22_neu.jpg"	"beauty"	1	"nose"	2	NA	132	671	2	0	25
2	79	"C:\Hannah's FYP\White15_neu.jpg"	"garbage"	2	"eyes"	1	NA	221	588	1	0	25
2	80	"C:\Hannah's FYP\Black5_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	589	1	0	25
2	81	"C:\Hannah's FYP\Black24_neu.jpg"	"sewage"	1	"nose"	1	NA	131	619	1	0	25
2	82	"C:\Hannah's FYP\Black1_neu.jpg"	"despair"	1	"forehead"	1	NA	111	490	1	0	25
2	83	"C:\Hannah's FYP\White23_neu.jpg"	"vacation"	2	"nose"	2	NA	232	747	2	0	25
2	84	"C:\Hannah's FYP\Black3_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	564	1	0	25
2	85	"C:\Hannah's FYP\White15_neu.jpg"	"disgust"	2	"eyes"	1	NA	221	494	1	0	25
2	86	"C:\Hannah's FYP\White13_neu.jpg"	"cockroach"	2	"eyes"	1	NA	221	532	1	0	25
2	87	"C:\Hannah's FYP\White21_neu.jpg"	"paradise"	2	"nose"	2	NA	232	460	2	0	25
2	88	"C:\Hannah's FYP\White5_neu.jpg"	"poison"	2	"forehead"	1	NA	211	651	1	0	25
2	89	"C:\Hannah's FYP\White15_neu.jpg"	"joy"	2	"eyes"	2	NA	222	593	2	0	25
2	90	"C:\Hannah's FYP\Black21_neu.jpg"	"paradise"	1	"nose"	2	NA	132	606	2	0	25
2	91	"C:\Hannah's FYP\Black10_neu.jpg"	"beauty"	1	"eyes"	2	NA	122	551	2	0	25
2	92	"C:\Hannah's FYP\Black20_neu.jpg"	"poison"	1	"nose"	1	NA	131	565	1	0	25
2	93	"C:\Hannah's FYP\Black12_neu.jpg"	"despair"	1	"eyes"	1	NA	121	567	1	0	25
2	94	"C:\Hannah's FYP\White24_neu.jpg"	"beauty"	2	"nose"	2	NA	232	529	2	0	25
2	95	"C:\Hannah's FYP\Black13_neu.jpg"	"smile"	1	"eyes"	2	NA	122	621	2	0	25
2	96	"C:\Hannah's FYP\Black14_neu.jpg"	"love"	1	"eyes"	2	NA	122	565	2	0	25
2	97	"C:\Hannah's FYP\White4_neu.jpg"	"romance"	2	"forehead"	2	NA	212	591	2	0	25
2	98	"C:\Hannah's FYP\Black13_neu.jpg"	"vacation"	1	"eyes"	2	NA	122	520	2	0	25
2	99	"C:\Hannah's FYP\Black6_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	612	1	0	25
2	100	"C:\Hannah's FYP\Black13_neu.jpg"	"despair"	1	"eyes"	1	NA	121	652	1	0	25
2	101	"C:\Hannah's FYP\White20_neu.jpg"	"romance"	2	"nose"	2	NA	232	526	2	0	25
2	102	"C:\Hannah's FYP\Black18_neu.jpg"	"success"	1	"nose"	2	NA	132	618	2	0	25
2	103	"C:\Hannah's FYP\White21_neu.jpg"	"cockroach"	2	"nose"	1	NA	231	638	1	0	25
2	104	"C:\Hannah's FYP\White4_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	485	2	0	25
2	105	"C:\Hannah's FYP\White5_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	634	1	0	25
2	106	"C:\Hannah's FYP\White23_neu.jpg"	"vomit"	2	"nose"	1	NA	231	589	1	0	25
2	107	"C:\Hannah's FYP\Black20_neu.jpg"	"love"	1	"nose"	2	NA	132	698	2	0	25
2	108	"C:\Hannah's FYP\White1_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	559	1	0	25
2	109	"C:\Hannah's FYP\Black2_neu.jpg"	"success"	1	"forehead"	2	NA	112	489	2	0	25
2	110	"C:\Hannah's FYP\White22_neu.jpg"	"romance"	2	"nose"	2	NA	232	510	2	0	25
2	111	"C:\Hannah's FYP\White2_neu.jpg"	"pest"	2	"forehead"	1	NA	211	571	1	0	25
2	112	"C:\Hannah's FYP\Black19_neu.jpg"	"joy"	1	"nose"	2	NA	132	509	2	0	25
2	113	"C:\Hannah's FYP\White18_neu.jpg"	"success"	2	"nose"	2	NA	232	518	2	0	25
2	114	"C:\Hannah's FYP\Black10_neu.jpg"	"vomit"	1	"eyes"	1	NA	121	674	1	0	25
2	115	"C:\Hannah's FYP\White11_neu.jpg"	"despair"	2	"eyes"	1	NA	221	527	1	0	25
2	116	"C:\Hannah's FYP\White6_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	475	1	0	25
2	117	"C:\Hannah's FYP\Black9_neu.jpg"	"romance"	1	"eyes"	2	NA	122	537	2	0	25
2	118	"C:\Hannah's FYP\Black17_neu.jpg"	"pest"	1	"nose"	1	NA	131	546	1	0	25
2	119	"C:\Hannah's FYP\White2_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	597	2	0	25
2	120	"C:\Hannah's FYP\Black12_neu.jpg"	"disgust"	1	"eyes"	1	NA	121	534	1	0	25
2	121	"C:\Hannah's FYP\White24_neu.jpg"	"love"	2	"nose"	2	NA	232	578	2	0	25
2	122	"C:\Hannah's FYP\Black1_neu.jpg"	"romance"	1	"forehead"	2	NA	112	659	2	0	25
2	123	"C:\Hannah's FYP\White16_neu.jpg"	"sewage"	2	"eyes"	1	NA	221	618	1	0	25
2	124	"C:\Hannah's FYP\White11_neu.jpg"	"disgust"	2	"eyes"	1	NA	221	633	1	0	25
2	125	"C:\Hannah's FYP\Black8_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	735	2	0	25
2	126	"C:\Hannah's FYP\White5_neu.jpg"	"romance"	2	"forehead"	2	NA	212	489	2	0	25
2	127	"C:\Hannah's FYP\White9_neu.jpg"	"poison"	2	"eyes"	1	NA	221	574	1	0	25
2	128	"C:\Hannah's FYP\White13_neu.jpg"	"smile"	2	"eyes"	2	NA	222	488	2	0	25
2	129	"C:\Hannah's FYP\White17_neu.jpg"	"sewage"	2	"nose"	1	NA	231	622	1	0	25
2	130	"C:\Hannah's FYP\Black10_neu.jpg"	"cockroach"	1	"eyes"	1	NA	121	581	1	0	25
2	131	"C:\Hannah's FYP\Black5_neu.jpg"	"success"	1	"forehead"	2	NA	112	799	2	0	25
2	132	"C:\Hannah's FYP\Black17_neu.jpg"	"paradise"	1	"nose"	2	NA	132	685	2	0	25
2	133	"C:\Hannah's FYP\White16_neu.jpg"	"love"	2	"eyes"	2	NA	222	514	2	0	25
2	134	"C:\Hannah's FYP\Black16_neu.jpg"	"sewage"	1	"eyes"	1	NA	121	703	1	0	25
2	135	"C:\Hannah's FYP\White9_neu.jpg"	"sewage"	2	"eyes"	1	NA	221	715	1	0	25
2	136	"C:\Hannah's FYP\White11_neu.jpg"	"love"	2	"eyes"	2	NA	222	615	2	0	25
2	137	"C:\Hannah's FYP\Black14_neu.jpg"	"cockroach"	1	"eyes"	1	NA	121	1895	1	0	25
2	138	"C:\Hannah's FYP\White24_neu.jpg"	"sewage"	2	"nose"	1	NA	231	640	1	0	25
2	139	"C:\Hannah's FYP\Black7_neu.jpg"	"poison"	1	"forehead"	1	NA	111	645	1	0	25
2	140	"C:\Hannah's FYP\Black12_neu.jpg"	"smile"	1	"eyes"	2	NA	122	516	2	0	25
2	141	"C:\Hannah's FYP\Black11_neu.jpg"	"sewage"	1	"eyes"	1	NA	121	576	1	0	25
2	142	"C:\Hannah's FYP\Black20_neu.jpg"	"romance"	1	"nose"	2	NA	132	334	1	1	25
2	143	"C:\Hannah's FYP\Black17_neu.jpg"	"smile"	1	"nose"	2	NA	132	592	2	0	25
2	144	"C:\Hannah's FYP\Black24_neu.jpg"	"success"	1	"nose"	2	NA	132	597	2	0	25
2	145	"C:\Hannah's FYP\White1_neu.jpg"	"despair"	2	"forehead"	1	NA	211	622	1	0	25
2	146	"C:\Hannah's FYP\White11_neu.jpg"	"smile"	2	"eyes"	2	NA	222	478	2	0	25
2	147	"C:\Hannah's FYP\Black23_neu.jpg"	"garbage"	1	"nose"	1	NA	131	728	1	0	25
2	148	"C:\Hannah's FYP\White10_neu.jpg"	"joy"	2	"eyes"	2	NA	222	419	2	0	25
2	149	"C:\Hannah's FYP\White3_neu.jpg"	"smile"	2	"forehead"	2	NA	212	516	2	0	25
2	150	"C:\Hannah's FYP\Black18_neu.jpg"	"vacation"	1	"nose"	2	NA	132	624	2	0	25
2	151	"C:\Hannah's FYP\Black22_neu.jpg"	"vacation"	1	"nose"	2	NA	132	549	2	0	25
2	152	"C:\Hannah's FYP\White8_neu.jpg"	"joy"	2	"forehead"	2	NA	212	600	2	0	25
2	153	"C:\Hannah's FYP\White17_neu.jpg"	"paradise"	2	"nose"	2	NA	232	577	2	0	25
2	154	"C:\Hannah's FYP\Black9_neu.jpg"	"love"	1	"eyes"	2	NA	122	466	2	0	25
2	155	"C:\Hannah's FYP\White4_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	561	1	0	25
