"Block"	"Trial"	"FaceFilename"	"WordFilename"	"Race"	"Fix"	"WordValence"	"Familiar"	"Condition"	"RT"	"Key"	"Error"	"Subnum"
3	1	"C:\Hannah's FYP\Black2_smi.jpg"	""	1	"forehead"	NA	1	111	1216	1	0	1
3	2	"C:\Hannah's FYP\White15_smi.jpg"	""	2	"eyes"	NA	1	221	534	1	0	1
3	3	"C:\Hannah's FYP\White45_smi.jpg"	""	2	"nose"	NA	2	232	289	1	1	1
3	4	"C:\Hannah's FYP\Black41_smi.jpg"	""	1	"nose"	NA	2	132	439	1	1	1
3	5	"C:\Hannah's FYP\White38_smi.jpg"	""	2	"eyes"	NA	2	222	422	1	1	1
3	6	"C:\Hannah's FYP\Black48_smi.jpg"	""	1	"nose"	NA	2	132	414	2	0	1
3	7	"C:\Hannah's FYP\White13_smi.jpg"	""	2	"eyes"	NA	1	221	422	2	1	1
3	8	"C:\Hannah's FYP\Black42_smi.jpg"	""	1	"nose"	NA	2	132	526	1	1	1
3	9	"C:\Hannah's FYP\Black24_smi.jpg"	""	1	"nose"	NA	1	131	841	2	1	1
3	10	"C:\Hannah's FYP\White25_smi.jpg"	""	2	"forehead"	NA	2	212	375	1	1	1
3	11	"C:\Hannah's FYP\White24_smi.jpg"	""	2	"nose"	NA	1	231	1073	1	0	1
3	12	"C:\Hannah's FYP\White46_smi.jpg"	""	2	"nose"	NA	2	232	398	1	1	1
3	13	"C:\Hannah's FYP\Black18_smi.jpg"	""	1	"nose"	NA	1	131	391	1	0	1
3	14	"C:\Hannah's FYP\Black21_smi.jpg"	""	1	"nose"	NA	1	131	1200	1	0	1
3	15	"C:\Hannah's FYP\White3_smi.jpg"	""	2	"forehead"	NA	1	211	302	2	1	1
3	16	"C:\Hannah's FYP\Black8_smi.jpg"	""	1	"forehead"	NA	1	111	595	2	1	1
3	17	"C:\Hannah's FYP\White12_smi.jpg"	""	2	"eyes"	NA	1	221	2172	1	0	1
3	18	"C:\Hannah's FYP\Black12_smi.jpg"	""	1	"eyes"	NA	1	121	568	2	1	1
3	19	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	385	2	1	1
3	20	"C:\Hannah's FYP\White21_smi.jpg"	""	2	"nose"	NA	1	231	322	2	1	1
3	21	"C:\Hannah's FYP\Black43_smi.jpg"	""	1	"nose"	NA	2	132	702	1	1	1
3	22	"C:\Hannah's FYP\White14_smi.jpg"	""	2	"eyes"	NA	1	221	930	2	1	1
3	23	"C:\Hannah's FYP\White41_smi.jpg"	""	2	"nose"	NA	2	232	460	1	1	1
3	24	"C:\Hannah's FYP\White9_smi.jpg"	""	2	"eyes"	NA	1	221	907	2	1	1
3	25	"C:\Hannah's FYP\White8_smi.jpg"	""	2	"forehead"	NA	1	211	574	2	1	1
3	26	"C:\Hannah's FYP\Black27_smi.jpg"	""	1	"forehead"	NA	2	112	815	1	1	1
3	27	"C:\Hannah's FYP\White20_smi.jpg"	""	2	"nose"	NA	1	231	990	1	0	1
3	28	"C:\Hannah's FYP\White6_smi.jpg"	""	2	"forehead"	NA	1	211	893	1	0	1
3	29	"C:\Hannah's FYP\Black45_smi.jpg"	""	1	"nose"	NA	2	132	240	2	0	1
3	30	"C:\Hannah's FYP\White34_smi.jpg"	""	2	"eyes"	NA	2	222	457	1	1	1
3	31	"C:\Hannah's FYP\White11_smi.jpg"	""	2	"eyes"	NA	1	221	1175	1	0	1
3	32	"C:\Hannah's FYP\Black36_smi.jpg"	""	1	"eyes"	NA	2	122	1110	1	1	1
3	33	"C:\Hannah's FYP\White42_smi.jpg"	""	2	"nose"	NA	2	232	473	1	1	1
3	34	"C:\Hannah's FYP\Black3_smi.jpg"	""	1	"forehead"	NA	1	111	799	2	1	1
3	35	"C:\Hannah's FYP\White26_smi.jpg"	""	2	"forehead"	NA	2	212	439	1	1	1
3	36	"C:\Hannah's FYP\Black14_smi.jpg"	""	1	"eyes"	NA	1	121	758	2	1	1
3	37	"C:\Hannah's FYP\Black33_smi.jpg"	""	1	"eyes"	NA	2	122	1120	1	1	1
3	38	"C:\Hannah's FYP\White43_smi.jpg"	""	2	"nose"	NA	2	232	450	1	1	1
3	39	"C:\Hannah's FYP\Black40_smi.jpg"	""	1	"eyes"	NA	2	122	440	1	1	1
3	40	"C:\Hannah's FYP\Black16_smi.jpg"	""	1	"eyes"	NA	1	121	1519	2	1	1
3	41	"C:\Hannah's FYP\Black19_smi.jpg"	""	1	"nose"	NA	1	131	1072	2	1	1
3	42	"C:\Hannah's FYP\White19_smi.jpg"	""	2	"nose"	NA	1	231	860	2	1	1
3	43	"C:\Hannah's FYP\Black28_smi.jpg"	""	1	"forehead"	NA	2	112	689	1	1	1
3	44	"C:\Hannah's FYP\Black34_smi.jpg"	""	1	"eyes"	NA	2	122	957	1	1	1
3	45	"C:\Hannah's FYP\Black44_smi.jpg"	""	1	"nose"	NA	2	132	374	2	0	1
3	46	"C:\Hannah's FYP\White39_smi.jpg"	""	2	"eyes"	NA	2	222	511	1	1	1
3	47	"C:\Hannah's FYP\White31_smi.jpg"	""	2	"forehead"	NA	2	212	1692	2	0	1
3	48	"C:\Hannah's FYP\Black17_smi.jpg"	""	1	"nose"	NA	1	131	509	2	1	1
3	49	"C:\Hannah's FYP\Black1_smi.jpg"	""	1	"forehead"	NA	1	111	386	2	1	1
3	50	"C:\Hannah's FYP\White18_smi.jpg"	""	2	"nose"	NA	1	231	691	1	0	1
3	51	"C:\Hannah's FYP\Black10_smi.jpg"	""	1	"eyes"	NA	1	121	656	1	0	1
3	52	"C:\Hannah's FYP\White44_smi.jpg"	""	2	"nose"	NA	2	232	486	1	1	1
3	53	"C:\Hannah's FYP\White5_smi.jpg"	""	2	"forehead"	NA	1	211	643	1	0	1
3	54	"C:\Hannah's FYP\Black6_smi.jpg"	""	1	"forehead"	NA	1	111	1273	1	0	1
3	55	"C:\Hannah's FYP\White36_smi.jpg"	""	2	"eyes"	NA	2	222	757	2	0	1
3	56	"C:\Hannah's FYP\Black25_smi.jpg"	""	1	"forehead"	NA	2	112	358	2	0	1
3	57	"C:\Hannah's FYP\White48_smi.jpg"	""	2	"nose"	NA	2	232	929	2	0	1
3	58	"C:\Hannah's FYP\Black23_smi.jpg"	""	1	"nose"	NA	1	131	348	1	0	1
3	59	"C:\Hannah's FYP\White16_smi.jpg"	""	2	"eyes"	NA	1	221	463	2	1	1
3	60	"C:\Hannah's FYP\Black26_smi.jpg"	""	1	"forehead"	NA	2	112	534	1	1	1
3	61	"C:\Hannah's FYP\White28_smi.jpg"	""	2	"forehead"	NA	2	212	610	1	1	1
3	62	"C:\Hannah's FYP\Black11_smi.jpg"	""	1	"eyes"	NA	1	121	5938	1	0	1
3	63	"C:\Hannah's FYP\White30_smi.jpg"	""	2	"forehead"	NA	2	212	3517	2	0	1
3	64	"C:\Hannah's FYP\Black20_smi.jpg"	""	1	"nose"	NA	1	131	600	2	1	1
3	65	"C:\Hannah's FYP\Black22_smi.jpg"	""	1	"nose"	NA	1	131	384	1	0	1
3	66	"C:\Hannah's FYP\White4_smi.jpg"	""	2	"forehead"	NA	1	211	2353	2	1	1
3	67	"C:\Hannah's FYP\Black29_smi.jpg"	""	1	"forehead"	NA	2	112	390	1	1	1
3	68	"C:\Hannah's FYP\White37_smi.jpg"	""	2	"eyes"	NA	2	222	824	2	0	1
3	69	"C:\Hannah's FYP\White33_smi.jpg"	""	2	"eyes"	NA	2	222	863	2	0	1
3	70	"C:\Hannah's FYP\White1_smi.jpg"	""	2	"forehead"	NA	1	211	356	2	1	1
3	71	"C:\Hannah's FYP\White22_smi.jpg"	""	2	"nose"	NA	1	231	1855	2	1	1
3	72	"C:\Hannah's FYP\White40_smi.jpg"	""	2	"eyes"	NA	2	222	418	2	0	1
3	73	"C:\Hannah's FYP\Black5_smi.jpg"	""	1	"forehead"	NA	1	111	138	2	1	1
3	74	"C:\Hannah's FYP\Black15_smi.jpg"	""	1	"eyes"	NA	1	121	174	2	1	1
3	75	"C:\Hannah's FYP\Black4_smi.jpg"	""	1	"forehead"	NA	1	111	928	2	1	1
3	76	"C:\Hannah's FYP\Black46_smi.jpg"	""	1	"nose"	NA	2	132	666	1	1	1
3	77	"C:\Hannah's FYP\White47_smi.jpg"	""	2	"nose"	NA	2	232	728	2	0	1
3	78	"C:\Hannah's FYP\Black39_smi.jpg"	""	1	"eyes"	NA	2	122	411	1	1	1
3	79	"C:\Hannah's FYP\Black30_smi.jpg"	""	1	"forehead"	NA	2	112	219	2	0	1
3	80	"C:\Hannah's FYP\White10_smi.jpg"	""	2	"eyes"	NA	1	221	523	2	1	1
3	81	"C:\Hannah's FYP\White7_smi.jpg"	""	2	"forehead"	NA	1	211	142	1	0	1
3	82	"C:\Hannah's FYP\Black31_smi.jpg"	""	1	"forehead"	NA	2	112	2323	2	0	1
3	83	"C:\Hannah's FYP\Black37_smi.jpg"	""	1	"eyes"	NA	2	122	504	1	1	1
3	84	"C:\Hannah's FYP\Black47_smi.jpg"	""	1	"nose"	NA	2	132	452	2	0	1
3	85	"C:\Hannah's FYP\Black38_smi.jpg"	""	1	"eyes"	NA	2	122	795	2	0	1
3	86	"C:\Hannah's FYP\White23_smi.jpg"	""	2	"nose"	NA	1	231	443	2	1	1
3	87	"C:\Hannah's FYP\White35_smi.jpg"	""	2	"eyes"	NA	2	222	634	2	0	1
3	88	"C:\Hannah's FYP\Black13_smi.jpg"	""	1	"eyes"	NA	1	121	49	2	1	1
3	89	"C:\Hannah's FYP\Black32_smi.jpg"	""	1	"forehead"	NA	2	112	840	2	0	1
3	90	"C:\Hannah's FYP\White17_smi.jpg"	""	2	"nose"	NA	1	231	142	2	1	1
3	91	"C:\Hannah's FYP\Black35_smi.jpg"	""	1	"eyes"	NA	2	122	530	2	0	1
3	92	"C:\Hannah's FYP\White2_smi.jpg"	""	2	"forehead"	NA	1	211	318	1	0	1
3	93	"C:\Hannah's FYP\White27_smi.jpg"	""	2	"forehead"	NA	2	212	73	2	0	1
3	94	"C:\Hannah's FYP\White32_smi.jpg"	""	2	"forehead"	NA	2	212	569	2	0	1
3	95	"C:\Hannah's FYP\Black9_smi.jpg"	""	1	"eyes"	NA	1	121	162	2	1	1
3	96	"C:\Hannah's FYP\White29_smi.jpg"	""	2	"forehead"	NA	2	212	573	2	0	1
3	1	"C:\Hannah's FYP\White42_smi.jpg"	""	2	"nose"	NA	2	232	18702	1	1	2
3	2	"C:\Hannah's FYP\White4_smi.jpg"	""	2	"forehead"	NA	1	211	789	1	0	2
3	3	"C:\Hannah's FYP\White17_smi.jpg"	""	2	"nose"	NA	1	231	1293	2	1	2
3	4	"C:\Hannah's FYP\White44_smi.jpg"	""	2	"nose"	NA	2	232	848	2	0	2
3	5	"C:\Hannah's FYP\White5_smi.jpg"	""	2	"forehead"	NA	1	211	486	1	0	2
3	6	"C:\Hannah's FYP\White41_smi.jpg"	""	2	"nose"	NA	2	232	404	2	0	2
3	7	"C:\Hannah's FYP\Black14_smi.jpg"	""	1	"eyes"	NA	1	121	628	1	0	2
3	8	"C:\Hannah's FYP\Black47_smi.jpg"	""	1	"nose"	NA	2	132	755	2	0	2
3	9	"C:\Hannah's FYP\Black24_smi.jpg"	""	1	"nose"	NA	1	131	428	2	1	2
3	10	"C:\Hannah's FYP\White34_smi.jpg"	""	2	"eyes"	NA	2	222	492	2	0	2
3	11	"C:\Hannah's FYP\White21_smi.jpg"	""	2	"nose"	NA	1	231	1120	1	0	2
3	12	"C:\Hannah's FYP\Black15_smi.jpg"	""	1	"eyes"	NA	1	121	450	1	0	2
3	13	"C:\Hannah's FYP\White23_smi.jpg"	""	2	"nose"	NA	1	231	1129	1	0	2
3	14	"C:\Hannah's FYP\White32_smi.jpg"	""	2	"forehead"	NA	2	212	211	2	0	2
3	15	"C:\Hannah's FYP\Black10_smi.jpg"	""	1	"eyes"	NA	1	121	300	1	0	2
3	16	"C:\Hannah's FYP\Black12_smi.jpg"	""	1	"eyes"	NA	1	121	529	1	0	2
3	17	"C:\Hannah's FYP\White11_smi.jpg"	""	2	"eyes"	NA	1	221	460	1	0	2
3	18	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	1003	2	1	2
3	19	"C:\Hannah's FYP\Black42_smi.jpg"	""	1	"nose"	NA	2	132	393	2	0	2
3	20	"C:\Hannah's FYP\White46_smi.jpg"	""	2	"nose"	NA	2	232	418	2	0	2
3	21	"C:\Hannah's FYP\Black36_smi.jpg"	""	1	"eyes"	NA	2	122	562	1	1	2
3	22	"C:\Hannah's FYP\Black17_smi.jpg"	""	1	"nose"	NA	1	131	508	2	1	2
3	23	"C:\Hannah's FYP\Black34_smi.jpg"	""	1	"eyes"	NA	2	122	688	2	0	2
3	24	"C:\Hannah's FYP\Black9_smi.jpg"	""	1	"eyes"	NA	1	121	124	1	0	2
3	25	"C:\Hannah's FYP\White1_smi.jpg"	""	2	"forehead"	NA	1	211	289	1	0	2
3	26	"C:\Hannah's FYP\White33_smi.jpg"	""	2	"eyes"	NA	2	222	310	2	0	2
3	27	"C:\Hannah's FYP\Black28_smi.jpg"	""	1	"forehead"	NA	2	112	650	2	0	2
3	28	"C:\Hannah's FYP\White6_smi.jpg"	""	2	"forehead"	NA	1	211	352	2	1	2
3	29	"C:\Hannah's FYP\White12_smi.jpg"	""	2	"eyes"	NA	1	221	306	2	1	2
3	30	"C:\Hannah's FYP\White3_smi.jpg"	""	2	"forehead"	NA	1	211	183	1	0	2
3	31	"C:\Hannah's FYP\Black48_smi.jpg"	""	1	"nose"	NA	2	132	392	1	1	2
3	32	"C:\Hannah's FYP\White45_smi.jpg"	""	2	"nose"	NA	2	232	385	2	0	2
3	33	"C:\Hannah's FYP\Black38_smi.jpg"	""	1	"eyes"	NA	2	122	371	2	0	2
3	34	"C:\Hannah's FYP\Black23_smi.jpg"	""	1	"nose"	NA	1	131	277	2	1	2
3	35	"C:\Hannah's FYP\White30_smi.jpg"	""	2	"forehead"	NA	2	212	387	2	0	2
3	36	"C:\Hannah's FYP\Black4_smi.jpg"	""	1	"forehead"	NA	1	111	372	2	1	2
3	37	"C:\Hannah's FYP\Black11_smi.jpg"	""	1	"eyes"	NA	1	121	174	1	0	2
3	38	"C:\Hannah's FYP\White39_smi.jpg"	""	2	"eyes"	NA	2	222	497	2	0	2
3	39	"C:\Hannah's FYP\White16_smi.jpg"	""	2	"eyes"	NA	1	221	525	1	0	2
3	40	"C:\Hannah's FYP\Black46_smi.jpg"	""	1	"nose"	NA	2	132	257	2	0	2
3	41	"C:\Hannah's FYP\Black33_smi.jpg"	""	1	"eyes"	NA	2	122	199	2	0	2
3	42	"C:\Hannah's FYP\Black13_smi.jpg"	""	1	"eyes"	NA	1	121	360	2	1	2
3	43	"C:\Hannah's FYP\White7_smi.jpg"	""	2	"forehead"	NA	1	211	243	1	0	2
3	44	"C:\Hannah's FYP\White15_smi.jpg"	""	2	"eyes"	NA	1	221	203	1	0	2
3	45	"C:\Hannah's FYP\White26_smi.jpg"	""	2	"forehead"	NA	2	212	260	2	0	2
3	46	"C:\Hannah's FYP\Black25_smi.jpg"	""	1	"forehead"	NA	2	112	363	1	1	2
3	47	"C:\Hannah's FYP\White22_smi.jpg"	""	2	"nose"	NA	1	231	333	2	1	2
3	48	"C:\Hannah's FYP\White47_smi.jpg"	""	2	"nose"	NA	2	232	272	2	0	2
3	49	"C:\Hannah's FYP\White29_smi.jpg"	""	2	"forehead"	NA	2	212	326	2	0	2
3	50	"C:\Hannah's FYP\White8_smi.jpg"	""	2	"forehead"	NA	1	211	187	1	0	2
3	51	"C:\Hannah's FYP\White13_smi.jpg"	""	2	"eyes"	NA	1	221	420	1	0	2
3	52	"C:\Hannah's FYP\Black3_smi.jpg"	""	1	"forehead"	NA	1	111	420	2	1	2
3	53	"C:\Hannah's FYP\Black43_smi.jpg"	""	1	"nose"	NA	2	132	276	2	0	2
3	54	"C:\Hannah's FYP\White35_smi.jpg"	""	2	"eyes"	NA	2	222	450	1	1	2
3	55	"C:\Hannah's FYP\Black2_smi.jpg"	""	1	"forehead"	NA	1	111	336	1	0	2
3	56	"C:\Hannah's FYP\Black27_smi.jpg"	""	1	"forehead"	NA	2	112	451	2	0	2
3	57	"C:\Hannah's FYP\White18_smi.jpg"	""	2	"nose"	NA	1	231	193	2	1	2
3	58	"C:\Hannah's FYP\Black21_smi.jpg"	""	1	"nose"	NA	1	131	531	1	0	2
3	59	"C:\Hannah's FYP\Black26_smi.jpg"	""	1	"forehead"	NA	2	112	382	2	0	2
3	60	"C:\Hannah's FYP\White28_smi.jpg"	""	2	"forehead"	NA	2	212	449	2	0	2
3	61	"C:\Hannah's FYP\White36_smi.jpg"	""	2	"eyes"	NA	2	222	536	2	0	2
3	62	"C:\Hannah's FYP\White27_smi.jpg"	""	2	"forehead"	NA	2	212	347	2	0	2
3	63	"C:\Hannah's FYP\Black18_smi.jpg"	""	1	"nose"	NA	1	131	470	1	0	2
3	64	"C:\Hannah's FYP\Black44_smi.jpg"	""	1	"nose"	NA	2	132	163	1	1	2
3	65	"C:\Hannah's FYP\Black30_smi.jpg"	""	1	"forehead"	NA	2	112	342	2	0	2
3	66	"C:\Hannah's FYP\Black45_smi.jpg"	""	1	"nose"	NA	2	132	233	2	0	2
3	67	"C:\Hannah's FYP\Black29_smi.jpg"	""	1	"forehead"	NA	2	112	370	2	0	2
3	68	"C:\Hannah's FYP\White9_smi.jpg"	""	2	"eyes"	NA	1	221	435	2	1	2
3	69	"C:\Hannah's FYP\White24_smi.jpg"	""	2	"nose"	NA	1	231	474	2	1	2
3	70	"C:\Hannah's FYP\White38_smi.jpg"	""	2	"eyes"	NA	2	222	336	2	0	2
3	71	"C:\Hannah's FYP\White2_smi.jpg"	""	2	"forehead"	NA	1	211	843	1	0	2
3	72	"C:\Hannah's FYP\Black31_smi.jpg"	""	1	"forehead"	NA	2	112	313	2	0	2
3	73	"C:\Hannah's FYP\Black19_smi.jpg"	""	1	"nose"	NA	1	131	421	1	0	2
3	74	"C:\Hannah's FYP\Black5_smi.jpg"	""	1	"forehead"	NA	1	111	509	2	1	2
3	75	"C:\Hannah's FYP\Black41_smi.jpg"	""	1	"nose"	NA	2	132	201	2	0	2
3	76	"C:\Hannah's FYP\Black8_smi.jpg"	""	1	"forehead"	NA	1	111	714	2	1	2
3	77	"C:\Hannah's FYP\Black16_smi.jpg"	""	1	"eyes"	NA	1	121	413	1	0	2
3	78	"C:\Hannah's FYP\White37_smi.jpg"	""	2	"eyes"	NA	2	222	374	2	0	2
3	79	"C:\Hannah's FYP\Black20_smi.jpg"	""	1	"nose"	NA	1	131	407	2	1	2
3	80	"C:\Hannah's FYP\Black6_smi.jpg"	""	1	"forehead"	NA	1	111	568	2	1	2
3	81	"C:\Hannah's FYP\Black22_smi.jpg"	""	1	"nose"	NA	1	131	832	1	0	2
3	82	"C:\Hannah's FYP\White43_smi.jpg"	""	2	"nose"	NA	2	232	496	2	0	2
3	83	"C:\Hannah's FYP\White14_smi.jpg"	""	2	"eyes"	NA	1	221	244	1	0	2
3	84	"C:\Hannah's FYP\Black39_smi.jpg"	""	1	"eyes"	NA	2	122	356	2	0	2
3	85	"C:\Hannah's FYP\White19_smi.jpg"	""	2	"nose"	NA	1	231	222	1	0	2
3	86	"C:\Hannah's FYP\Black35_smi.jpg"	""	1	"eyes"	NA	2	122	375	1	1	2
3	87	"C:\Hannah's FYP\White10_smi.jpg"	""	2	"eyes"	NA	1	221	329	1	0	2
3	88	"C:\Hannah's FYP\Black32_smi.jpg"	""	1	"forehead"	NA	2	112	141	2	0	2
3	89	"C:\Hannah's FYP\White25_smi.jpg"	""	2	"forehead"	NA	2	212	225	2	0	2
3	90	"C:\Hannah's FYP\White40_smi.jpg"	""	2	"eyes"	NA	2	222	449	2	0	2
3	91	"C:\Hannah's FYP\White31_smi.jpg"	""	2	"forehead"	NA	2	212	424	2	0	2
3	92	"C:\Hannah's FYP\Black1_smi.jpg"	""	1	"forehead"	NA	1	111	360	2	1	2
3	93	"C:\Hannah's FYP\White48_smi.jpg"	""	2	"nose"	NA	2	232	427	2	0	2
3	94	"C:\Hannah's FYP\Black40_smi.jpg"	""	1	"eyes"	NA	2	122	210	1	1	2
3	95	"C:\Hannah's FYP\Black37_smi.jpg"	""	1	"eyes"	NA	2	122	363	2	0	2
3	96	"C:\Hannah's FYP\White20_smi.jpg"	""	2	"nose"	NA	1	231	205	2	1	2
3	1	"C:\Hannah's FYP\White26_smi.jpg"	""	2	"forehead"	NA	2	212	5122	2	0	3
3	2	"C:\Hannah's FYP\Black48_smi.jpg"	""	1	"nose"	NA	2	132	1865	2	0	3
3	3	"C:\Hannah's FYP\White7_smi.jpg"	""	2	"forehead"	NA	1	211	756	2	1	3
3	4	"C:\Hannah's FYP\Black5_smi.jpg"	""	1	"forehead"	NA	1	111	1270	2	1	3
3	5	"C:\Hannah's FYP\Black4_smi.jpg"	""	1	"forehead"	NA	1	111	505	2	1	3
3	6	"C:\Hannah's FYP\Black40_smi.jpg"	""	1	"eyes"	NA	2	122	990	1	1	3
3	7	"C:\Hannah's FYP\Black20_smi.jpg"	""	1	"nose"	NA	1	131	518	2	1	3
3	8	"C:\Hannah's FYP\White31_smi.jpg"	""	2	"forehead"	NA	2	212	482	1	1	3
3	9	"C:\Hannah's FYP\Black45_smi.jpg"	""	1	"nose"	NA	2	132	1288	1	1	3
3	10	"C:\Hannah's FYP\White8_smi.jpg"	""	2	"forehead"	NA	1	211	843	2	1	3
3	11	"C:\Hannah's FYP\Black11_smi.jpg"	""	1	"eyes"	NA	1	121	745	2	1	3
3	12	"C:\Hannah's FYP\White45_smi.jpg"	""	2	"nose"	NA	2	232	411	1	1	3
3	13	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	636	2	1	3
3	14	"C:\Hannah's FYP\Black29_smi.jpg"	""	1	"forehead"	NA	2	112	707	2	0	3
3	15	"C:\Hannah's FYP\Black14_smi.jpg"	""	1	"eyes"	NA	1	121	367	2	1	3
3	16	"C:\Hannah's FYP\Black1_smi.jpg"	""	1	"forehead"	NA	1	111	1306	1	0	3
3	17	"C:\Hannah's FYP\Black8_smi.jpg"	""	1	"forehead"	NA	1	111	740	2	1	3
3	18	"C:\Hannah's FYP\White34_smi.jpg"	""	2	"eyes"	NA	2	222	694	2	0	3
3	19	"C:\Hannah's FYP\White11_smi.jpg"	""	2	"eyes"	NA	1	221	411	1	0	3
3	20	"C:\Hannah's FYP\Black36_smi.jpg"	""	1	"eyes"	NA	2	122	5212	2	0	3
3	21	"C:\Hannah's FYP\Black24_smi.jpg"	""	1	"nose"	NA	1	131	151	2	1	3
3	22	"C:\Hannah's FYP\Black42_smi.jpg"	""	1	"nose"	NA	2	132	379	2	0	3
3	23	"C:\Hannah's FYP\Black37_smi.jpg"	""	1	"eyes"	NA	2	122	541	2	0	3
3	24	"C:\Hannah's FYP\Black17_smi.jpg"	""	1	"nose"	NA	1	131	1361	2	1	3
3	25	"C:\Hannah's FYP\White33_smi.jpg"	""	2	"eyes"	NA	2	222	2417	2	0	3
3	26	"C:\Hannah's FYP\White18_smi.jpg"	""	2	"nose"	NA	1	231	44	1	0	3
3	27	"C:\Hannah's FYP\White4_smi.jpg"	""	2	"forehead"	NA	1	211	692	1	0	3
3	28	"C:\Hannah's FYP\Black38_smi.jpg"	""	1	"eyes"	NA	2	122	617	1	1	3
3	29	"C:\Hannah's FYP\White1_smi.jpg"	""	2	"forehead"	NA	1	211	2841	2	1	3
3	30	"C:\Hannah's FYP\White30_smi.jpg"	""	2	"forehead"	NA	2	212	1233	1	1	3
3	31	"C:\Hannah's FYP\Black13_smi.jpg"	""	1	"eyes"	NA	1	121	967	2	1	3
3	32	"C:\Hannah's FYP\Black25_smi.jpg"	""	1	"forehead"	NA	2	112	2136	2	0	3
3	33	"C:\Hannah's FYP\White5_smi.jpg"	""	2	"forehead"	NA	1	211	967	2	1	3
3	34	"C:\Hannah's FYP\Black27_smi.jpg"	""	1	"forehead"	NA	2	112	1440	2	0	3
3	35	"C:\Hannah's FYP\White35_smi.jpg"	""	2	"eyes"	NA	2	222	917	1	1	3
3	36	"C:\Hannah's FYP\White43_smi.jpg"	""	2	"nose"	NA	2	232	6256	2	0	3
3	37	"C:\Hannah's FYP\Black39_smi.jpg"	""	1	"eyes"	NA	2	122	918	1	1	3
3	38	"C:\Hannah's FYP\Black10_smi.jpg"	""	1	"eyes"	NA	1	121	545	2	1	3
3	39	"C:\Hannah's FYP\Black35_smi.jpg"	""	1	"eyes"	NA	2	122	508	2	0	3
3	40	"C:\Hannah's FYP\Black43_smi.jpg"	""	1	"nose"	NA	2	132	1137	2	0	3
3	41	"C:\Hannah's FYP\White27_smi.jpg"	""	2	"forehead"	NA	2	212	698	2	0	3
3	42	"C:\Hannah's FYP\White20_smi.jpg"	""	2	"nose"	NA	1	231	943	1	0	3
3	43	"C:\Hannah's FYP\Black9_smi.jpg"	""	1	"eyes"	NA	1	121	769	2	1	3
3	44	"C:\Hannah's FYP\White28_smi.jpg"	""	2	"forehead"	NA	2	212	659	2	0	3
3	45	"C:\Hannah's FYP\Black30_smi.jpg"	""	1	"forehead"	NA	2	112	553	2	0	3
3	46	"C:\Hannah's FYP\Black23_smi.jpg"	""	1	"nose"	NA	1	131	556	2	1	3
3	47	"C:\Hannah's FYP\White23_smi.jpg"	""	2	"nose"	NA	1	231	150	2	1	3
3	48	"C:\Hannah's FYP\White37_smi.jpg"	""	2	"eyes"	NA	2	222	1178	1	1	3
3	49	"C:\Hannah's FYP\Black44_smi.jpg"	""	1	"nose"	NA	2	132	1442	1	1	3
3	50	"C:\Hannah's FYP\Black46_smi.jpg"	""	1	"nose"	NA	2	132	1007	1	1	3
3	51	"C:\Hannah's FYP\White48_smi.jpg"	""	2	"nose"	NA	2	232	1342	2	0	3
3	52	"C:\Hannah's FYP\White25_smi.jpg"	""	2	"forehead"	NA	2	212	198	1	1	3
3	53	"C:\Hannah's FYP\White32_smi.jpg"	""	2	"forehead"	NA	2	212	377	2	0	3
3	54	"C:\Hannah's FYP\White41_smi.jpg"	""	2	"nose"	NA	2	232	27	1	1	3
3	55	"C:\Hannah's FYP\Black22_smi.jpg"	""	1	"nose"	NA	1	131	5	2	1	3
3	56	"C:\Hannah's FYP\White16_smi.jpg"	""	2	"eyes"	NA	1	221	279	2	1	3
3	57	"C:\Hannah's FYP\Black34_smi.jpg"	""	1	"eyes"	NA	2	122	405	2	0	3
3	58	"C:\Hannah's FYP\Black18_smi.jpg"	""	1	"nose"	NA	1	131	1518	2	1	3
3	59	"C:\Hannah's FYP\Black26_smi.jpg"	""	1	"forehead"	NA	2	112	128	1	1	3
3	60	"C:\Hannah's FYP\White46_smi.jpg"	""	2	"nose"	NA	2	232	21	2	0	3
3	61	"C:\Hannah's FYP\White39_smi.jpg"	""	2	"eyes"	NA	2	222	2950	2	0	3
3	62	"C:\Hannah's FYP\Black2_smi.jpg"	""	1	"forehead"	NA	1	111	1026	1	0	3
3	63	"C:\Hannah's FYP\White44_smi.jpg"	""	2	"nose"	NA	2	232	673	2	0	3
3	64	"C:\Hannah's FYP\Black6_smi.jpg"	""	1	"forehead"	NA	1	111	742	2	1	3
3	65	"C:\Hannah's FYP\Black32_smi.jpg"	""	1	"forehead"	NA	2	112	1009	1	1	3
3	66	"C:\Hannah's FYP\White15_smi.jpg"	""	2	"eyes"	NA	1	221	4240	2	1	3
3	67	"C:\Hannah's FYP\Black16_smi.jpg"	""	1	"eyes"	NA	1	121	701	1	0	3
3	68	"C:\Hannah's FYP\White36_smi.jpg"	""	2	"eyes"	NA	2	222	616	1	1	3
